,unique.drugid,CGP.drugid,CCLE.drugid,GSK.drugid,NCI60.drugid,GRAY.drugid,GNE.drugid,CTRP.drugid,CMAP.drugid,CTRPv2.drugid,gCSI.drugid,UHNBreast.drugid,MERCK.drugid,GDSC1000.drugid,NCIALM.drugid,YALE_TNBC.drugid,smiles,inchikey,cid,GDSC2019.drugid,FIMM.drugid,FDA,PharmacoDB.uid,PharmacoDB.drugid
49140,N-Hexanoylsphingosine,NA,NA,NA,NA,NA,NA,NA,NA,C6-ceramide,NA,NA,NA,NA,NA,NA,NA,NA,5702613,NA,NA,NA,PDBC48957,C6-ceramide
49141,SB-431542,NA,NA,NA,NA,NA,NA,NA,NA,SB-431542,NA,NA,NA,NA,NA,NA,NC(=O)c1ccc(cc1)c2nc(c([nH]2)c3ccccn3)c4ccc5OCOc5c4,NA,4521392,NA,NA,NA,PDBC48958,SB-431542
49142,BRD-K94991378,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K94991378,NA,NA,NA,NA,NA,NA,COCCOC(=O)N1C(=O)[C@]2([C@@H]([C@@H]3N([C@@H]2c4ccccc4OCCO)[C@H]([C@H](OC3=O)c5ccccc5)c6ccccc6)C(=O)NCC=C)c7cc(C#CCC(C(=O)OC)C(=O)OC)ccc17,NA,NA,NA,NA,NA,PDBC48959,BRD-K94991378
49143,IC-87114,NA,NA,NA,NA,NA,NA,NA,NA,IC-87114,NA,NA,NA,NA,NA,NA,NA,NA,9908783,IC-87114,NA,NA,PDBC48960,IC-87114
49144,Sitagliptin,NA,NA,NA,NA,NA,NA,NA,NA,sitagliptin,NA,NA,NA,NA,NA,NA,N[C@@H](CC(=O)N1CCn2c(nnc2C1)C(F)(F)F)Cc3cc(F)c(F)cc3F,NA,4369359,NA,NA,TRUE,PDBC48961,sitagliptin
49145,BRD-K71935468,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K71935468,NA,NA,NA,NA,NA,NA,COC(=O)C(CC#Cc1ccc2NC(=O)[C@@]3([C@H]([C@H]4N([C@H]3c5ccccc5OCCO)[C@@H]([C@@H](OC4=O)c6ccccc6)c7ccccc7)C(=O)N8CCN(CC8)c9ncccn9)c2c1)C(=O)OC,NA,NA,NA,NA,NA,PDBC48962,BRD-K71935468
49146,apicidin,NA,NA,NA,NA,NA,NA,NA,NA,apicidin,NA,NA,NA,NA,NA,NA,-666,NA,6918328,NA,NA,NA,PDBC48963,apicidin
49147,BRD-A94377914,NA,NA,NA,NA,NA,NA,NA,NA,BRD-A94377914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48964,BRD-A94377914
49148,compound 1B,NA,NA,NA,NA,NA,NA,NA,NA,compound 1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48965,compound 1B
49149,Vincristine,NA,NA,NA,NA,NA,NA,NA,NA,vincristine,Vincristine,NA,NA,NA,NA,NA,CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC,NA,5978,Vincristine,NA,TRUE,PDBC48966,vincristine
49150,BRD-K92856060,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K92856060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48967,BRD-K92856060
49151,BRD-K45681478,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K45681478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48968,BRD-K45681478
49152,MI-1,NA,NA,NA,NA,NA,NA,NA,NA,MI-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48969,MI-1
49153,DBeQ,NA,NA,NA,NA,NA,NA,NA,NA,DBeQ,NA,NA,NA,NA,NA,NA,NA,NA,676352,NA,NA,NA,PDBC48970,DBeQ
49154,ML083,NA,NA,NA,NA,NA,NA,ASN 05257430,NA,ML083,NA,NA,NA,NA,NA,NA,NA,NA,650361,NA,NA,NA,PDBC48971,ML083
49155,CID-5951923,NA,NA,NA,NA,NA,NA,NA,NA,CID-5951923,NA,NA,NA,NA,NA,NA,NA,NA,5951923,NA,NA,NA,PDBC48972,CID-5951923
49156,IU1,NA,NA,NA,NA,NA,NA,NA,NA,IU1,NA,NA,NA,NA,NA,NA,NA,NA,675434,NA,NA,NA,PDBC48973,IU1
49157,ML311,NA,NA,NA,NA,NA,NA,NA,NA,ML311,NA,NA,NA,NA,NA,NA,NA,NA,3384730,NA,NA,NA,PDBC48974,ML311
49158,BRD-K61166597,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K61166597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48975,BRD-K61166597
49159,QW-BI-011,NA,NA,NA,NA,NA,NA,NA,NA,QW-BI-011,NA,NA,NA,NA,NA,NA,COC(=O)c1ccc2n(CCCc3ccccc3)c(NC(=O)c4ccccc4)nc2c1,NA,NA,NA,NA,NA,PDBC48976,QW-BI-011
49160,Bendamustine,NA,NA,NA,NA,NA,NA,NA,NA,bendamustine,NA,NA,NA,NA,NA,NA,NA,NA,65628,NA,NA,TRUE,PDBC48977,bendamustine
49161,Platinum,NA,NA,NA,NA,NA,NA,NA,NA,Platin,NA,NA,NA,NA,NA,NA,NA,NA,23939,NA,NA,TRUE,PDBC48978,Platin
49162,TPCA-1,NA,NA,NA,NA,TPCA-1,NA,NA,NA,TPCA-1,NA,NA,NA,TPCA-1,NA,NA,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(F)cc2,NA,9903786,TPCA-1,NA,NA,PDBC48979,TPCA-1
49163,BRD-K80183349,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K80183349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48980,BRD-K80183349
49164,BRD-K66532283,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K66532283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48981,BRD-K66532283
49165,Triazolothiadiazine,NA,NA,NA,NA,NA,NA,NA,NA,triazolothiadiazine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48982,triazolothiadiazine
49166,BRD-K66453893,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K66453893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48983,BRD-K66453893
49167,BRD-K11533227,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K11533227,NA,NA,NA,NA,NA,NA,-666,NA,NA,NA,NA,NA,PDBC48984,BRD-K11533227
49168,BRD-K27224038,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K27224038,NA,NA,NA,NA,NA,NA,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCOCC2)Oc3ncc(C#CC4(O)CCCC4)cc3C1=O,NA,NA,NA,NA,NA,PDBC48985,BRD-K27224038
49169,BRD-K14844214,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K14844214,NA,NA,NA,NA,NA,NA,CC(C)CC#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3cnccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,NA,NA,NA,NA,NA,PDBC48986,BRD-K14844214
49170,BRD1835,NA,NA,NA,NA,NA,NA,NA,NA,BRD1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48987,BRD1835
49171,BRD-K41597374,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K41597374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48988,BRD-K41597374
49172,BRD-K63431240,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K63431240,NA,NA,NA,NA,NA,NA,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc4cc(C#Cc5ccncc5)ccc4S1(=O)=O,NA,NA,NA,NA,NA,PDBC48989,BRD-K63431240
49173,BRD-K13999467,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K13999467,NA,NA,NA,NA,NA,NA,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc3cc(C#Cc4ccccc4F)ccc3S1(=O)=O,NA,NA,NA,NA,NA,PDBC48990,BRD-K13999467
49174,BRD-K96970199,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K96970199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48991,BRD-K96970199
49175,SRT-1720,NA,NA,NA,NA,NA,NA,NA,NA,SRT-1720,NA,NA,NA,NA,NA,NA,O=C(Nc1cc(CN2CCNCC2)cc(c1)-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1,NA,24180125,NA,NA,NA,PDBC48992,SRT-1720
49176,BRD-K49290616,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K49290616,NA,NA,NA,NA,NA,NA,OC[C@@H]1O[C@@H](CC(=O)NCc2ccncn2)CC[C@H]1NC(=O)c1ccc(F)cc1,NA,NA,NA,NA,NA,PDBC48993,BRD-K49290616
49177,BRD-K02492147,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K02492147,NA,NA,NA,NA,NA,NA,CN1CCN(CC1)C(=O)C[C@@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2cccc(F)c2)C=C1,NA,NA,NA,NA,NA,PDBC48994,BRD-K02492147
49178,BRD-K96431673,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K96431673,NA,NA,NA,NA,NA,NA,CN1CCN(CC1)C(=O)C[C@H]1CC[C@H](NC(=O)c2ccc3OCOc3c2)[C@@H](CO)O1,NA,NA,NA,NA,NA,PDBC48995,BRD-K96431673
49179,BRD-K71781559,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K71781559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48996,BRD-K71781559
49180,BRD-K86535717,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K86535717,NA,NA,NA,NA,NA,NA,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,NA,NA,NA,NA,NA,PDBC48997,BRD-K86535717
49181,BRD-K48334597,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K48334597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48998,BRD-K48334597
49182,ML312,NA,NA,NA,NA,NA,NA,NA,NA,ML312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC48999,ML312
49183,BRD-K04800985,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K04800985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49000,BRD-K04800985
49184,BRD-K78574327,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K78574327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49001,BRD-K78574327
49185,BRD-K19103580,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K19103580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49002,BRD-K19103580
49186,BRD-K30019337,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K30019337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49003,BRD-K30019337
49187,BRD-K84807411,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K84807411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49004,BRD-K84807411
49188,BRD-K44224150,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K44224150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49005,BRD-K44224150
49189,BRD-K75293299,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K75293299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49006,BRD-K75293299
49190,BRD-K64610608,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K64610608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49007,BRD-K64610608
49191,BRD-K02251932,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K02251932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49008,BRD-K02251932
49192,BRD-K55116708,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K55116708,NA,NA,NA,NA,NA,NA,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)Nc5ccccc5)cccc4C1=O,NA,NA,NA,NA,NA,PDBC49009,BRD-K55116708
49193,BRD-K41334119,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K41334119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49010,BRD-K41334119
49194,BRD-K34485477,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K34485477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49011,BRD-K34485477
49195,BRD-K16147474,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K16147474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49012,BRD-K16147474
49196,BRD-K29086754,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K29086754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49013,BRD-K29086754
49197,BRD-K33199242,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K33199242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49014,BRD-K33199242
49198,BRD-K52037352,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K52037352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49015,BRD-K52037352
49199,BRD-K27986637,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K27986637,NA,NA,NA,NA,NA,NA,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCCOc3c2)OCc4cn(CCCC1=O)nn4,NA,NA,NA,NA,NA,PDBC49016,BRD-K27986637
49200,BRD-K37390332,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K37390332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49017,BRD-K37390332
49201,BRD-K50799972,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K50799972,NA,NA,NA,NA,NA,NA,COc1ccccc1-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccncc1,NA,NA,NA,NA,NA,PDBC49018,BRD-K50799972
49202,BRD-K17060750,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K17060750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49019,BRD-K17060750
49203,Linifanib,NA,NA,NA,NA,NA,NA,NA,NA,linifanib,NA,NA,NA,Linifanib,NA,NA,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1,NA,11485656,Linifanib,NA,NA,PDBC49020,linifanib
49204,Canertinib,NA,NA,NA,NA,NA,NA,NA,NA,canertinib,NA,NA,NA,NA,NA,NA,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,NA,156414,CI-1033,NA,NA,PDBC49021,canertinib
49205,Masitinib,NA,NA,NA,NA,NA,NA,NA,NA,masitinib,NA,NA,NA,Masitinib,NA,NA,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nc(cs3)-c3cccnc3)c2)CC1,NA,10074640,Masitinib,NA,NA,PDBC49022,masitinib
49206,ZSTK474,NA,NA,NA,NA,NA,NA,NA,NA,ZSTK474,NA,NA,NA,ZSTK474,NA,NA,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1,NA,11647372,ZSTK474,NA,NA,PDBC49023,ZSTK474
49207,Brivanib,NA,NA,NA,NA,NA,NA,NA,NA,brivanib,NA,NA,NA,NA,NA,NA,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,NA,11234052,Brivanib, BMS-540215,NA,NA,PDBC49024,brivanib
49208,GDC-0879,NA,NA,NA,NA,NA,NA,NA,NA,GDC-0879,NA,NA,NA,NA,NA,NA,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,NA,11717001,NA,NA,NA,PDBC49025,GDC-0879
49209,SNS-032,NA,NA,NA,NA,NA,NA,NA,NA,SNS-032,NA,NA,NA,NA,NA,NA,NA,NA,3025986,NA,NA,NA,PDBC49026,SNS-032
49210,Ku-0063794,NA,NA,NA,NA,NA,NA,NA,NA,KU-0063794,NA,NA,NA,NA,NA,NA,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1,NA,16736978,NA,NA,NA,PDBC49027,KU-0063794
49211,Met Kinase Inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,SU11274,NA,NA,NA,NA,NA,NA,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1,NA,9549297,SU11274,NA,NA,PDBC49028,SU11274
49212,BRD-K88742110,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K88742110,NA,NA,NA,NA,NA,NA,COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1,NA,NA,NA,NA,NA,PDBC49029,BRD-K88742110
49213,StemRegenin 1,NA,NA,NA,NA,NA,NA,NA,NA,StemRegenin 1,NA,NA,NA,NA,NA,NA,NA,NA,46199207,NA,NA,NA,PDBC49030,StemRegenin 1
49214,ML239,NA,NA,NA,NA,NA,NA,NA,NA,ML239,NA,NA,NA,NA,NA,NA,NA,NA,49843203,NA,NA,NA,PDBC49031,ML239
49215,BRD-K51490254,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K51490254,NA,NA,NA,NA,NA,NA,-666,NA,NA,NA,NA,NA,PDBC49032,BRD-K51490254
49216,BRD-K85133207,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K85133207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49033,BRD-K85133207
49217,Repligen 136,NA,NA,NA,NA,NA,NA,NA,NA,Repligen 136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49034,Repligen 136
49218,Nintedanib,NA,NA,NA,NA,NA,NA,NA,NA,nintedanib,NA,NA,NA,NA,NA,NA,COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,NA,9809715,NA,NA,TRUE,PDBC49035,nintedanib
49219,Regorafenib,NA,NA,NA,NA,NA,NA,NA,NA,regorafenib,NA,NA,NA,NA,NA,NA,NA,NA,11167602,NA,NA,TRUE,PDBC49036,regorafenib
49220,WZ8040,NA,NA,NA,NA,NA,NA,NA,NA,WZ8040,NA,NA,NA,NA,NA,NA,NA,NA,44607531,NA,NA,NA,PDBC49037,WZ8040
49221,Osi-930,NA,NA,NA,NA,NA,NA,NA,NA,OSI-930,NA,NA,NA,OSI-930,NA,NA,FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1,NA,9868037,OSI-930,NA,NA,PDBC49038,OSI-930
49222,MGCD-265 analog,NA,NA,NA,NA,NA,NA,NA,NA,MGCD-265,NA,NA,NA,NA,NA,NA,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,NA,24901704,NA,NA,NA,PDBC49039,MGCD-265
49223,Lenvatinib,NA,NA,NA,NA,NA,NA,NA,NA,lenvatinib,NA,NA,NA,NA,NA,NA,NA,NA,9823820,NA,NA,TRUE,PDBC49040,lenvatinib
49224,BRD-K29313308,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K29313308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49041,BRD-K29313308
49225,Sgx-523,NA,NA,NA,NA,NA,NA,NA,NA,SGX-523,NA,NA,NA,NA,NA,NA,Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1,NA,24779724,NA,NA,NA,PDBC49042,SGX-523
49226,Sonidegib,NA,NA,NA,NA,NA,NA,NA,NA,erismodegib,NA,NA,NA,NA,NA,NVP-LDE225,C[C@H]1CN(C[C@@H](C)O1)c1ccc(NC(=O)c2cccc(-c3ccc(OC(F)(F)F)cc3)c2C)cn1,NA,24775005,NA,NA,NA,PDBC49043,erismodegib
49227,Alisertib,NA,NA,NA,NA,NA,NA,NA,NA,alisertib,NA,NA,NA,NA,NA,MLN-8237,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O,NA,24771867,Alisertib,NA,NA,PDBC49044,alisertib
49228,Ruxolitinib,NA,NA,NA,NA,NA,NA,NA,NA,ruxolitinib,NA,NA,NA,Ruxolitinib,NA,NA,N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12,NA,25126798,Ruxolitinib,NA,TRUE,PDBC49045,ruxolitinib
49229,SB-525334,NA,NA,NA,NA,NA,NA,NA,NA,SB-525334,NA,NA,NA,NA,NA,NA,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C,NA,9967941,NA,NA,NA,PDBC49046,SB-525334
49230,Pha-793887,NA,NA,NA,NA,NA,NA,NA,NA,PHA-793887,NA,NA,NA,PHA-793887,NA,NA,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,NA,46191454,PHA-793887,NA,NA,PDBC49047,PHA-793887
49231,Quizartinib,NA,NA,NA,NA,NA,NA,NA,NA,quizartinib,NA,NA,NA,AC220,NA,NA,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,NA,24889392,Quizartinib,NA,NA,PDBC49048,AC220
49232,Fingolimod,NA,NA,NA,NA,NA,NA,NA,NA,fingolimod,NA,NA,NA,NA,NA,NA,NA,NA,107970,FTY-720,NA,TRUE,PDBC49049,fingolimod
49233,BRD-K24690302,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K24690302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49050,BRD-K24690302
49234,BRD-K70511574,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K70511574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49051,BRD-K70511574
49235,BRD-K20514654,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K20514654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49052,BRD-K20514654
49236,BRD-K28456706,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K28456706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49053,BRD-K28456706
49237,STF-31,NA,NA,NA,NA,NA,NA,NA,NA,STF-31,NA,NA,NA,NA,NA,NA,NA,NA,984333,NA,NA,NA,PDBC49054,STF-31
49238,spautin-1,NA,NA,NA,NA,NA,NA,NA,NA,spautin-1,NA,NA,NA,NA,NA,NA,NA,NA,51037431,NA,NA,NA,PDBC49055,spautin-1
49239,BRD-A02303741,NA,NA,NA,NA,NA,NA,NA,NA,BRD-A02303741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49056,BRD-A02303741
49240,ML320,NA,NA,NA,NA,NA,NA,NA,NA,ML320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49057,ML320
49241,Tigecycline,NA,NA,NA,NA,NA,NA,NA,NA,tigecycline,NA,NA,NA,NA,NA,NA,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,NA,54686904,NA,NA,TRUE,PDBC49058,tigecycline
49242,BRD-K34099515,NA,NA,NA,NA,NA,NA,NA,NA,BRD-K34099515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49059,BRD-K34099515
49243,PF-543,NA,NA,NA,NA,NA,NA,NA,NA,PF-543,NA,NA,NA,NA,NA,NA,Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,NA,66577038,Sphingosine Kinase 1 Inhibitor II,NA,NA,PDBC49060,PF-543
49244,PF-573228,NA,NA,NA,NA,NA,NA,NA,NA,PF-573228,NA,NA,NA,NA,NA,PF-573228,NA,NA,11612883,NA,NA,NA,PDBC49061,PF-573228
49245,ceranib-2,NA,NA,NA,NA,NA,NA,NA,NA,ceranib-2,NA,NA,NA,NA,NA,NA,NA,NA,122388991,NA,NA,NA,PDBC49062,ceranib-2
49246,FSC231,NA,NA,NA,NA,NA,NA,NA,NA,FSC231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49063,FSC231
49247,968,NA,NA,NA,NA,NA,NA,NA,NA,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49064,968
49248,GSK4112,NA,NA,NA,NA,NA,NA,NA,NA,GSK4112,NA,NA,NA,NA,NA,NA,NA,NA,50905018,NA,NA,NA,PDBC49065,GSK4112
49249,HC-067047,NA,NA,NA,NA,NA,NA,NA,NA,HC-067047,NA,NA,NA,NA,NA,NA,NA,NA,2742550,NA,NA,NA,PDBC49066,HC-067047
49250,IPR-456,NA,NA,NA,NA,NA,NA,NA,NA,IPR-456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49067,IPR-456
49251,Leptomycin B,NA,NA,NA,NA,NA,NA,NA,NA,leptomycin B,NA,NA,NA,NA,NA,NA,NA,NA,6917907,NA,NA,NA,PDBC49068,leptomycin B
49252,AZ-3146,NA,NA,NA,NA,NA,NA,NA,NA,AZ-3146,NA,NA,NA,NA,NA,NA,NA,NA,56973724,NA,NA,NA,PDBC49069,AZ-3146
49253,VU0155056,NA,NA,NA,NA,NA,NA,NA,NA,VU0155056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49070,VU0155056
49254,JQ-1:UNC0638 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,JQ-1:UNC0638 (2:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49071,JQ-1:UNC0638 (2:1 mol/mol)
49255,vorinostat:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,vorinostat:carboplatin (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49072,vorinostat:carboplatin (1:1 mol/mol)
49256,serdemetan:SCH-529074 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,serdemetan:SCH-529074 (1:1 mol/mol),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PDBC49073,serdemetan:SCH-529074 (1:1 mol/mol)
